"timestamp","value"
1753551526198,32.86000061035156
1753551515974,32.88999938964844
1753551506037,32.79999923706055
1753551496253,32.81999969482422
1753551486161,32.86000061035156
1753551475916,32.849998474121094
1753551466008,32.83000183105469
1753551456120,32.79999923706055
1753551445852,32.810001373291016
1753551436072,32.75
1753551426006,32.7400016784668
1753551416099,32.66999816894531
1753551405961,32.630001068115234
1753551396007,32.61000061035156
1753551386017,32.61000061035156
1753551376070,32.630001068115234
1753551365923,32.619998931884766
1753551355931,32.619998931884766
1753551346042,32.619998931884766
1753551336189,32.630001068115234
1753551325974,32.619998931884766
1753551315957,32.61000061035156
1753551305932,32.61000061035156
1753551296047,32.59000015258789
1753551285929,32.599998474121094
1753551275928,32.61000061035156
1753551265977,32.61000061035156
1753551256108,32.61000061035156
1753551245837,32.61000061035156
1753551235950,32.619998931884766
1753551225988,32.61000061035156
1753551216162,32.599998474121094
1753551205866,32.619998931884766
1753551195976,32.650001525878906
1753551185999,32.650001525878906
1753551176043,32.70000076293945
1753551165821,32.70000076293945
1753551155939,32.70000076293945
1753551145933,32.72999954223633
1753551135742,32.7599983215332
1753551125795,32.779998779296875
1753551115952,32.790000915527344
1753551105976,32.84000015258789
1753551096085,32.849998474121094
1753551085856,32.83000183105469
1753551075937,32.880001068115234
1753551066003,32.900001525878906
1753551055986,32.90999984741211
1753551045851,32.91999816894531
1753551035888,32.939998626708984
1753551025928,32.970001220703125
1753551016012,32.959999084472656
1753551005712,32.970001220703125
1753550995845,32.97999954223633
1753550985981,32.97999954223633
1753550975777,33.0099983215332
1753550965830,33.0099983215332
1753550955835,33.040000915527344
1753550945879,33
1753550935711,33.0099983215332
1753550925785,33.0099983215332
1753550915850,33.029998779296875
1753550905933,33.0099983215332
1753550895805,33.029998779296875
1753550885822,33
1753550875869,33.0099983215332
1753550865917,33.029998779296875
1753550855663,33.029998779296875
1753550845754,33.040000915527344
1753550835871,33.060001373291016
1753550825833,33.060001373291016
1753550815725,33.08000183105469
1753550805742,33.08000183105469
1753550795791,33.09000015258789
1753550785891,33.09000015258789
1753550775654,33.119998931884766
1753550765726,33.130001068115234
1753550755828,33.15999984741211
1753550745604,33.18000030517578
1753550735693,33.20000076293945
1753550725687,33.22999954223633
1753550715740,33.22999954223633
1753550705616,33.279998779296875
1753550695642,33.29999923706055
1753550685681,33.29999923706055
1753550675729,33.33000183105469
1753550665581,33.34000015258789
1753550655604,33.36000061035156
1753550645755,33.380001068115234
1753550635762,33.380001068115234
1753550625518,33.38999938964844
1753550615549,33.40999984741211
