"timestamp","value"
1753551538701,7.991133145882621
1753551537200,5.237229365663817
1753551527127,7.978435354855643
1753551516760,7.951626801751089
1753551513843,10.319883720275147
1753551508510,6.928203230275509
1753551506043,7.947801064829806
1753551495926,7.9356758899568955
1753551485663,7.892323488902107
1753551475456,7.888825154355754
1753551465191,7.7186792209097925
1753551455143,7.723588991748378
1753551448503,11.086146980229724
1753551444908,7.736959068267878
1753551434503,7.756898492409296
1753551424458,7.758733024426727
1753551414167,7.770671356667539
1753551404144,7.761841676933388
1753551394035,7.765297193949941
1753551390367,7.0323925839322605
1753551383899,7.768951396437927
1753551373620,7.78806730809623
1753551365277,6.424951361683604
1753551363430,7.81320381445114
1753551353024,7.835729940286653
1753551342604,7.829446068122209
1753551332596,7.8179281142768255
1753551322181,7.832052978026131
1753551312017,7.83575529434552
1753551305677,7.3443443505457955
1753551301995,7.855324774010015
1753551291584,7.872858120844519
1753551281131,7.893349111496232
1753551270663,7.90182142623345
1753551260242,7.89457346668078
1753551250064,7.8864458526677
1753551245669,7.132860424943602
1753551239588,7.905035315122466
1753551229427,7.920184236002993
1753551219242,7.941915652165437
1753551208893,7.899436381180296
1753551198346,7.928651193570293
1753551187939,7.937432384668848
1753551185663,7.620362856841534
1753551177683,7.961696333544146
1753551174981,5.824087911424415
1753551167556,7.9831076240244405
1753551157353,8.011949222492408
1753551146915,8.034199557427021
1753551146184,6.4898110187295535
1753551136790,8.052621964111715
1753551126556,8.077220346096686
1753551116417,8.113890441317254
1753551106226,8.100766861401857
1753551096091,8.144321109212623
1753551086176,6.833291853200799
1753551085868,8.162578453916206
1753551075394,8.164534928999947
1753551065158,8.170837773940782
1753551054831,8.204380995864282
1753551044614,8.249407899770656
1753551034337,8.300991563965944
1753551026169,6.88058614897195
1753551023941,8.371209669773632
1753551013446,8.406910379680498
1753551003359,8.447879418331365
1753550998842,6.980492298346351
1753550993173,8.42462812083471
1753550983139,8.454211034184462
1753550972714,8.480496890421897
1753550965054,7.6681158050723255
1753550962276,8.476526890221587
1753550953874,8.504116650187719
1753550951886,8.495400973987664
1753550941702,8.555642418837829
1753550931287,8.619840349754735
1753550920783,8.607801161603138
1753550910355,8.642657838077897
1753550905676,7.315881621090195
1753550900168,8.641849584771194
1753550890040,8.594930620426334
1753550885798,9.25682931077855
1753550879821,8.642371373624329
1753550869364,8.706390884633244
1753550860221,6.792152334373349
1753550859216,8.7292796439212
1753550849005,8.794192124695163
1753550838781,8.86704919370073
1753550828651,8.899850529617972
1753550818154,9.019781301152294
1753550807945,9.128857123904611
1753550800215,6.944003030111074
1753550797895,9.279364730847815
1753550787829,9.447817804194854
1753550777733,9.585191442431748
1753550767520,9.706581350763376
1753550757253,9.863939238321437
1753550747234,10.001156002547068
1753550740207,12.535191840684314
1753550737132,7.337014086188916
1753550726980,7.447110812889751
1753550716794,7.409976320980437
1753550710521,6.863753427324667
1753550706377,7.478967799743057
1753550696119,7.62942624293466
1753550685686,7.5646870256421295
1753550675487,7.492686492653552
1753550665065,7.4979449239236065
1753550654640,7.670917494446904
1753550650513,7.236272269866327
1753550644797,7.023769168568493
1753550644444,7.698396334461417
1753550634280,7.863703824397117
1753550624126,8.119113252073776
1753550613971,8.227533512074423
